Date;Close
11/10/2002;0.470714
14/10/2002;0.534286
15/10/2002;0.55
16/10/2002;0.459286
17/10/2002;0.55
18/10/2002;0.682857
21/10/2002;0.636429
22/10/2002;0.625
23/10/2002;0.589286
24/10/2002;0.579286
25/10/2002;0.642857
28/10/2002;0.685714
29/10/2002;0.657143
30/10/2002;0.641429
31/10/2002;0.640714
01/11/2002;0.638571
04/11/2002;0.671429
05/11/2002;0.651429
06/11/2002;0.629286
07/11/2002;0.592857
08/11/2002;0.610714
11/11/2002;0.600714
12/11/2002;0.577857
13/11/2002;0.641429
14/11/2002;0.618571
15/11/2002;0.65
18/11/2002;0.778571
19/11/2002;0.664286
20/11/2002;0.717143
21/11/2002;0.785714
22/11/2002;0.786429
25/11/2002;0.792857
26/11/2002;0.749286
27/11/2002;0.751429
29/11/2002;0.775
02/12/2002;0.761429
03/12/2002;0.770714
04/12/2002;0.71
05/12/2002;0.785714
06/12/2002;0.782143
09/12/2002;0.799286
10/12/2002;0.871429
11/12/2002;0.897143
12/12/2002;0.900714
13/12/2002;0.892857
16/12/2002;0.913571
17/12/2002;0.906429
18/12/2002;0.785
19/12/2002;0.771429
20/12/2002;0.764286
23/12/2002;0.732143
24/12/2002;0.707143
26/12/2002;0.696429
27/12/2002;0.690714
30/12/2002;0.713571
31/12/2002;0.786429
02/01/2003;0.817857
03/01/2003;0.772857
06/01/2003;0.792857
07/01/2003;0.783571
08/01/2003;0.815
09/01/2003;0.838571
10/01/2003;0.886429
13/01/2003;0.867143
14/01/2003;0.86
15/01/2003;0.871429
16/01/2003;0.857143
17/01/2003;0.817143
21/01/2003;0.814286
22/01/2003;0.828571
23/01/2003;0.87
24/01/2003;0.880714
27/01/2003;0.877143
28/01/2003;0.896429
29/01/2003;0.881429
30/01/2003;0.902143
31/01/2003;0.942857
03/02/2003;0.914286
04/02/2003;0.878571
05/02/2003;0.852857
06/02/2003;0.832143
07/02/2003;0.87
10/02/2003;0.890714
11/02/2003;0.927143
12/02/2003;0.948571
13/02/2003;0.944286
14/02/2003;1.017143
18/02/2003;1.047143
19/02/2003;1.081429
20/02/2003;1.098571
21/02/2003;1.064286
24/02/2003;1.002857
25/02/2003;1.046429
26/02/2003;1.039286
27/02/2003;1.178571
28/02/2003;1.222143
03/03/2003;1.14
04/03/2003;1.167857
05/03/2003;1.153571
06/03/2003;1.164286
07/03/2003;1.149286
10/03/2003;1.123571
11/03/2003;1.107143
12/03/2003;1.075714
13/03/2003;1.160714
14/03/2003;1.182143
17/03/2003;1.285714
18/03/2003;1.339286
19/03/2003;1.374286
20/03/2003;1.345
21/03/2003;1.325
24/03/2003;1.285714
25/03/2003;1.375
26/03/2003;1.471429
27/03/2003;1.552143
28/03/2003;1.504286
31/03/2003;1.453571
01/04/2003;1.354286
02/04/2003;1.417143
03/04/2003;1.428571
04/04/2003;1.396429
07/04/2003;1.425
08/04/2003;1.441429
09/04/2003;1.457143
10/04/2003;1.501429
11/04/2003;1.483571
14/04/2003;1.442857
15/04/2003;1.439286
16/04/2003;1.469286
17/04/2003;1.568571
21/04/2003;1.759286
22/04/2003;1.640714
23/04/2003;1.48
24/04/2003;1.572857
25/04/2003;1.510714
28/04/2003;1.582857
29/04/2003;1.628571
30/04/2003;1.628571
01/05/2003;1.607143
02/05/2003;1.616429
05/05/2003;1.669286
06/05/2003;1.658571
07/05/2003;1.687857
08/05/2003;1.634286
09/05/2003;1.615714
12/05/2003;1.680714
13/05/2003;1.796429
14/05/2003;1.748571
15/05/2003;1.747143
16/05/2003;1.699286
19/05/2003;1.485
20/05/2003;1.553571
21/05/2003;1.513571
22/05/2003;1.613571
23/05/2003;1.58
27/05/2003;1.620714
28/05/2003;1.614286
29/05/2003;1.628571
30/05/2003;1.607143
02/06/2003;1.664286
03/06/2003;1.704286
04/06/2003;1.742857
05/06/2003;1.815
06/06/2003;1.686429
09/06/2003;1.642857
10/06/2003;1.621429
11/06/2003;1.603571
12/06/2003;1.565714
13/06/2003;1.371429
16/06/2003;1.553571
17/06/2003;1.515
18/06/2003;1.532857
19/06/2003;1.569286
20/06/2003;1.55
23/06/2003;1.535714
24/06/2003;1.632143
25/06/2003;1.651429
26/06/2003;1.777143
27/06/2003;1.778571
30/06/2003;1.825
01/07/2003;1.767857
02/07/2003;1.94
03/07/2003;1.982143
07/07/2003;1.914286
08/07/2003;1.959286
09/07/2003;1.968571
10/07/2003;1.922143
11/07/2003;1.892143
14/07/2003;2.01
15/07/2003;1.884286
16/07/2003;1.82
17/07/2003;1.805714
18/07/2003;1.725
21/07/2003;1.680714
22/07/2003;1.764286
23/07/2003;1.905
24/07/2003;1.885714
25/07/2003;1.93
28/07/2003;1.901429
29/07/2003;1.906429
30/07/2003;1.853571
31/07/2003;1.871429
01/08/2003;1.782143
04/08/2003;1.782143
05/08/2003;1.736429
06/08/2003;1.668571
07/08/2003;1.649286
08/08/2003;1.677857
11/08/2003;1.772857
12/08/2003;1.776429
13/08/2003;1.73
14/08/2003;1.781429
15/08/2003;1.785
18/08/2003;1.775
19/08/2003;1.845714
20/08/2003;1.98
21/08/2003;2.06
22/08/2003;2.057143
25/08/2003;2.005
26/08/2003;2.127857
27/08/2003;2.312143
28/08/2003;2.26
29/08/2003;2.380714
02/09/2003;2.403571
03/09/2003;2.378571
04/09/2003;2.392143
05/09/2003;2.467857
08/09/2003;2.48
09/09/2003;2.536429
10/09/2003;2.422143
11/09/2003;2.347857
12/09/2003;2.469286
15/09/2003;2.536429
16/09/2003;2.564286
17/09/2003;2.553571
18/09/2003;2.61
19/09/2003;2.642857
22/09/2003;2.770714
23/09/2003;2.795
24/09/2003;2.714286
25/09/2003;2.486429
26/09/2003;2.392143
29/09/2003;2.391429
30/09/2003;2.397143
01/10/2003;2.465
02/10/2003;2.926429
03/10/2003;2.867857
06/10/2003;2.954286
07/10/2003;3.146429
08/10/2003;3.071429
09/10/2003;3.076429
10/10/2003;3.189286
13/10/2003;3.345
14/10/2003;3.372857
15/10/2003;3.192857
16/10/2003;3.703571
17/10/2003;3.723571
20/10/2003;3.91
21/10/2003;3.892857
22/10/2003;3.746429
23/10/2003;3.723571
24/10/2003;3.713571
27/10/2003;3.839286
28/10/2003;4.034286
29/10/2003;4.218571
30/10/2003;4.165
31/10/2003;4.092857
03/11/2003;4.175
04/11/2003;4.257143
05/11/2003;4.194286
06/11/2003;3.630714
07/11/2003;3.348571
10/11/2003;3.328571
11/11/2003;3.359286
12/11/2003;3.588571
13/11/2003;3.464286
14/11/2003;3.340714
17/11/2003;3.19
18/11/2003;3.326429
19/11/2003;3.317143
20/11/2003;3.254286
21/11/2003;3.260714
24/11/2003;3.342857
25/11/2003;3.429286
26/11/2003;3.450714
28/11/2003;3.5
01/12/2003;3.621429
02/12/2003;3.635714
03/12/2003;3.555
04/12/2003;3.431429
05/12/2003;3.390714
08/12/2003;3.372143
09/12/2003;3.245714
10/12/2003;3.217857
11/12/2003;3.388571
12/12/2003;3.343571
15/12/2003;3.237143
16/12/2003;3.2
17/12/2003;3.606429
18/12/2003;3.655
19/12/2003;3.647857
22/12/2003;3.712143
23/12/2003;3.919286
24/12/2003;4.07
26/12/2003;4.157143
29/12/2003;4.165
30/12/2003;4.056429
31/12/2003;3.906429
02/01/2004;3.916429
05/01/2004;3.992857
06/01/2004;4.257857
07/01/2004;4.445714
08/01/2004;4.432857
09/01/2004;4.428571
12/01/2004;4.575
13/01/2004;4.665
14/01/2004;4.65
15/01/2004;4.627857
16/01/2004;4.682857
20/01/2004;4.839286
21/01/2004;4.7
22/01/2004;5.547143
23/01/2004;5.535714
26/01/2004;5.447143
27/01/2004;5.370714
28/01/2004;5.135714
29/01/2004;5.053571
30/01/2004;5.243571
02/02/2004;5.195
03/02/2004;5.135714
04/02/2004;4.975
05/02/2004;5.225714
06/02/2004;5.473571
09/02/2004;5.468571
10/02/2004;5.2
11/02/2004;5.14
12/02/2004;5.328571
13/02/2004;5.077143
17/02/2004;5.04
18/02/2004;5.034286
19/02/2004;4.878571
20/02/2004;5.054286
23/02/2004;5.002857
24/02/2004;4.457143
25/02/2004;4.444286
26/02/2004;4.8
27/02/2004;4.914286
01/03/2004;4.964286
02/03/2004;4.922857
03/03/2004;4.717143
04/03/2004;4.668571
05/03/2004;4.752857
08/03/2004;4.568571
09/03/2004;4.45
10/03/2004;4.372857
11/03/2004;4.288571
12/03/2004;4.395714
15/03/2004;4.221429
16/03/2004;4.15
17/03/2004;4.36
18/03/2004;4.414286
19/03/2004;4.39
22/03/2004;4.178571
23/03/2004;4.071429
24/03/2004;4.047143
25/03/2004;4.228571
26/03/2004;4.138571
29/03/2004;4.77
30/03/2004;4.91
31/03/2004;4.874286
01/04/2004;5.051429
02/04/2004;5.025714
05/04/2004;5.1
06/04/2004;5.085714
07/04/2004;5.09
08/04/2004;5.378571
12/04/2004;5.387143
13/04/2004;5.227143
14/04/2004;5.214286
15/04/2004;5.288571
16/04/2004;4.392857
19/04/2004;4.378571
20/04/2004;4.157143
21/04/2004;4.144286
22/04/2004;4.254286
23/04/2004;4.23
26/04/2004;4.087143
27/04/2004;4.005714
28/04/2004;3.954286
29/04/2004;3.721429
30/04/2004;3.622857
03/05/2004;3.842857
04/05/2004;3.852857
05/05/2004;4.112857
06/05/2004;4.03
07/05/2004;3.905714
10/05/2004;3.855714
11/05/2004;4.2
12/05/2004;4.215714
13/05/2004;4.384286
14/05/2004;4.391429
17/05/2004;4.357143
18/05/2004;4.428571
19/05/2004;4.478571
20/05/2004;4.42
21/05/2004;4.465714
24/05/2004;4.564286
25/05/2004;4.585714
26/05/2004;4.648571
27/05/2004;4.742857
28/05/2004;4.702857
01/06/2004;4.657143
02/06/2004;4.638571
03/06/2004;4.45
04/06/2004;4.485714
07/06/2004;4.585714
08/06/2004;4.572857
09/06/2004;4.471429
10/06/2004;4.455714
14/06/2004;4.221429
15/06/2004;4.247143
16/06/2004;4.32
17/06/2004;4.26
18/06/2004;4.221429
21/06/2004;4.131429
22/06/2004;4.141429
23/06/2004;4.384286
24/06/2004;4.441429
25/06/2004;4.57
28/06/2004;4.857143
29/06/2004;4.882857
30/06/2004;5.142857
01/07/2004;5.135714
02/07/2004;4.615714
06/07/2004;4.788571
07/07/2004;4.764286
08/07/2004;4.558571
09/07/2004;4.775714
12/07/2004;4.654286
13/07/2004;4.548571
14/07/2004;4.58
15/07/2004;4.571429
16/07/2004;3.288571
19/07/2004;2.881429
20/07/2004;3.08
21/07/2004;2.857143
22/07/2004;2.891429
23/07/2004;2.895714
26/07/2004;2.722857
27/07/2004;2.908571
28/07/2004;2.89
29/07/2004;2.9
30/07/2004;2.928571
02/08/2004;2.88
03/08/2004;2.75
04/08/2004;2.504286
05/08/2004;2.442857
06/08/2004;2.415714
09/08/2004;2.345714
10/08/2004;2.448571
11/08/2004;2.301429
12/08/2004;2.197143
13/08/2004;2.14
16/08/2004;2.197143
17/08/2004;2.224286
18/08/2004;2.248571
19/08/2004;2.264286
20/08/2004;2.262857
23/08/2004;2.272857
24/08/2004;2.208571
25/08/2004;2.238571
26/08/2004;2.177143
27/08/2004;2.164286
30/08/2004;2.064286
31/08/2004;1.992857
01/09/2004;2.038571
02/09/2004;2.121429
03/09/2004;2.051429
07/09/2004;2.201429
08/09/2004;2.152857
09/09/2004;2.154286
10/09/2004;2.134286
13/09/2004;2.26
14/09/2004;2.331429
15/09/2004;2.271429
16/09/2004;2.441429
17/09/2004;2.427143
20/09/2004;2.537143
21/09/2004;2.501429
22/09/2004;2.407143
23/09/2004;2.4
24/09/2004;2.378571
27/09/2004;2.334286
28/09/2004;2.341429
29/09/2004;2.34
30/09/2004;2.202857
01/10/2004;2.332857
04/10/2004;2.464286
05/10/2004;2.578571
06/10/2004;2.564286
07/10/2004;2.505714
08/10/2004;2.394286
11/10/2004;2.49
12/10/2004;2.468571
13/10/2004;2.478571
14/10/2004;2.49
15/10/2004;1.471429
18/10/2004;1.41
19/10/2004;1.418571
20/10/2004;1.442857
21/10/2004;1.438571
22/10/2004;1.4
25/10/2004;1.427143
26/10/2004;1.372857
27/10/2004;1.382857
28/10/2004;1.37
29/10/2004;1.352857
01/11/2004;1.347143
02/11/2004;1.415714
03/11/2004;1.445714
04/11/2004;1.51
05/11/2004;1.56
08/11/2004;1.551429
09/11/2004;1.522857
10/11/2004;1.482857
11/11/2004;1.535714
12/11/2004;1.551429
15/11/2004;1.604286
16/11/2004;1.545714
17/11/2004;1.494286
18/11/2004;1.702857
19/11/2004;1.607143
22/11/2004;1.615714
23/11/2004;1.564286
24/11/2004;1.622857
26/11/2004;1.621429
29/11/2004;1.631429
30/11/2004;1.625714
01/12/2004;1.607143
02/12/2004;1.621429
03/12/2004;1.614286
06/12/2004;1.6
07/12/2004;1.667143
08/12/2004;1.615714
09/12/2004;1.675714
10/12/2004;1.677143
13/12/2004;1.825714
14/12/2004;1.8
15/12/2004;1.831429
16/12/2004;1.908571
17/12/2004;1.854286
20/12/2004;1.814286
21/12/2004;1.8
22/12/2004;1.671429
23/12/2004;1.647143
27/12/2004;1.657143
28/12/2004;1.728571
29/12/2004;1.804286
30/12/2004;1.811429
31/12/2004;1.761429
03/01/2005;1.702857
04/01/2005;1.665714
05/01/2005;1.6
06/01/2005;1.578571
07/01/2005;1.588571
10/01/2005;1.61
11/01/2005;1.572857
12/01/2005;1.535714
13/01/2005;1.551429
14/01/2005;1.618571
18/01/2005;1.614286
19/01/2005;1.581429
20/01/2005;1.584286
21/01/2005;1.577143
24/01/2005;1.591429
25/01/2005;1.618571
26/01/2005;1.575714
27/01/2005;1.601429
28/01/2005;1.634286
31/01/2005;1.642857
01/02/2005;1.64
02/02/2005;1.602857
03/02/2005;1.7
04/02/2005;1.717143
07/02/2005;1.647143
08/02/2005;1.642857
09/02/2005;1.638571
10/02/2005;1.618571
11/02/2005;1.592857
14/02/2005;1.594286
15/02/2005;1.607143
16/02/2005;1.564286
17/02/2005;1.5
18/02/2005;1.525714
22/02/2005;1.458571
23/02/2005;1.455714
24/02/2005;1.485714
25/02/2005;1.57
28/02/2005;1.528571
01/03/2005;1.541429
02/03/2005;1.525714
03/03/2005;1.508571
04/03/2005;1.528571
07/03/2005;1.512857
08/03/2005;1.445714
09/03/2005;1.43
10/03/2005;1.412857
11/03/2005;1.347143
14/03/2005;1.357143
15/03/2005;1.314286
16/03/2005;1.31
17/03/2005;1.314286
18/03/2005;1.314286
21/03/2005;1.33
22/03/2005;1.307143
23/03/2005;1.312857
24/03/2005;1.29
28/03/2005;1.397143
29/03/2005;1.442857
30/03/2005;1.464286
31/03/2005;1.55
01/04/2005;1.547143
04/04/2005;1.565714
05/04/2005;1.545714
06/04/2005;1.585714
07/04/2005;1.605714
08/04/2005;1.715714
11/04/2005;1.698571
12/04/2005;1.667143
13/04/2005;1.73
14/04/2005;1.711429
15/04/2005;1.67
18/04/2005;1.618571
19/04/2005;1.66
20/04/2005;1.635714
21/04/2005;1.735714
22/04/2005;1.6
25/04/2005;1.642857
26/04/2005;1.614286
27/04/2005;1.642857
28/04/2005;1.644286
29/04/2005;1.65
02/05/2005;1.652857
03/05/2005;1.648571
04/05/2005;1.657143
05/05/2005;1.634286
06/05/2005;1.652857
09/05/2005;1.658571
10/05/2005;1.654286
11/05/2005;1.85
12/05/2005;1.975714
13/05/2005;2.04
16/05/2005;2.121429
17/05/2005;2.068571
18/05/2005;2.214286
19/05/2005;2.304286
20/05/2005;2.275714
23/05/2005;2.221429
24/05/2005;2.062857
25/05/2005;2.077143
26/05/2005;2.091429
27/05/2005;2.078571
31/05/2005;2.041429
01/06/2005;2.071429
02/06/2005;2.125714
03/06/2005;2.095714
06/06/2005;2.174286
07/06/2005;2.142857
08/06/2005;2.122857
09/06/2005;2.235714
10/06/2005;2.415714
13/06/2005;2.38
14/06/2005;2.428571
15/06/2005;2.45
16/06/2005;2.518571
17/06/2005;2.46
20/06/2005;2.455714
21/06/2005;2.38
22/06/2005;2.36
23/06/2005;2.292857
24/06/2005;2.252857
27/06/2005;2.284286
28/06/2005;2.297143
29/06/2005;2.334286
30/06/2005;2.344286
01/07/2005;2.364286
05/07/2005;2.348571
06/07/2005;2.39
07/07/2005;2.418571
08/07/2005;2.387143
11/07/2005;2.458571
12/07/2005;2.407143
13/07/2005;2.361429
14/07/2005;2.357143
15/07/2005;2.342857
18/07/2005;2.325714
19/07/2005;2.341429
20/07/2005;2.412857
21/07/2005;2.378571
22/07/2005;2.342857
25/07/2005;2.422857
26/07/2005;2.715714
27/07/2005;2.788571
28/07/2005;2.701429
29/07/2005;2.651429
01/08/2005;2.762857
02/08/2005;2.795714
03/08/2005;2.984286
04/08/2005;2.948571
05/08/2005;2.995714
08/08/2005;3.108571
09/08/2005;3.048571
10/08/2005;2.981429
11/08/2005;3
12/08/2005;3.157143
15/08/2005;3.138571
16/08/2005;3.177143
17/08/2005;3.127143
18/08/2005;3.058571
19/08/2005;3.054286
22/08/2005;3.064286
23/08/2005;3.014286
24/08/2005;3.005714
25/08/2005;3.008571
26/08/2005;3.027143
29/08/2005;3.134286
30/08/2005;3.057143
31/08/2005;3.08
01/09/2005;3.064286
02/09/2005;3.077143
06/09/2005;3.251429
07/09/2005;3.227143
08/09/2005;3.441429
09/09/2005;3.567143
12/09/2005;3.601429
13/09/2005;3.481429
14/09/2005;3.381429
15/09/2005;3.345714
16/09/2005;3.457143
19/09/2005;3.324286
20/09/2005;3.311429
21/09/2005;3.238571
22/09/2005;3.374286
23/09/2005;3.452857
26/09/2005;3.424286
27/09/2005;3.471429
28/09/2005;3.462857
29/09/2005;3.485714
30/09/2005;3.712857
03/10/2005;3.805714
04/10/2005;3.855714
05/10/2005;3.712857
06/10/2005;3.668571
07/10/2005;3.892857
10/10/2005;4.098571
11/10/2005;4.03
12/10/2005;3.93
13/10/2005;3.985714
14/10/2005;4.108571
17/10/2005;4.157143
18/10/2005;3.921429
19/10/2005;4.05
20/10/2005;3.661429
21/10/2005;3.735714
24/10/2005;3.852857
25/10/2005;3.915714
26/10/2005;3.568571
27/10/2005;3.7
28/10/2005;3.754286
31/10/2005;3.772857
01/11/2005;3.668571
02/11/2005;3.874286
03/11/2005;3.868571
04/11/2005;3.941429
07/11/2005;3.972857
08/11/2005;4.08
09/11/2005;4.021429
10/11/2005;4.221429
11/11/2005;4.295714
14/11/2005;4.145714
15/11/2005;3.992857
16/11/2005;3.962857
17/11/2005;4.107143
18/11/2005;4.06
21/11/2005;4.101429
22/11/2005;4.171429
23/11/2005;4.145714
25/11/2005;4.178571
28/11/2005;3.94
29/11/2005;3.857143
30/11/2005;3.934286
01/12/2005;3.872857
02/12/2005;3.955714
05/12/2005;3.957143
06/12/2005;3.964286
07/12/2005;3.911429
08/12/2005;3.928571
09/12/2005;3.677143
12/12/2005;3.585714
13/12/2005;3.435714
14/12/2005;3.49
15/12/2005;3.705714
16/12/2005;3.757143
19/12/2005;3.66
20/12/2005;3.587143
21/12/2005;3.912857
22/12/2005;3.942857
23/12/2005;3.961429
27/12/2005;3.854286
28/12/2005;3.885714
29/12/2005;3.892857
30/12/2005;3.865714
03/01/2006;3.721429
04/01/2006;3.571429
05/01/2006;3.561429
06/01/2006;3.575714
09/01/2006;3.571429
10/01/2006;3.632857
11/01/2006;3.55
12/01/2006;3.674286
13/01/2006;3.651429
17/01/2006;3.68
18/01/2006;3.55
19/01/2006;3.631429
20/01/2006;3.352857
23/01/2006;3.325714
24/01/2006;3.534286
25/01/2006;4.084286
26/01/2006;4.142857
27/01/2006;3.974286
30/01/2006;3.942857
31/01/2006;3.935714
01/02/2006;3.872857
02/02/2006;3.728571
03/02/2006;3.73
06/02/2006;3.754286
07/02/2006;3.702857
08/02/2006;3.591429
09/02/2006;3.511429
10/02/2006;3.632857
13/02/2006;3.604286
14/02/2006;3.512857
15/02/2006;3.564286
16/02/2006;3.592857
17/02/2006;3.568571
21/02/2006;3.677143
22/02/2006;3.767143
23/02/2006;3.672857
24/02/2006;3.711429
27/02/2006;3.79
28/02/2006;3.83
01/03/2006;3.835714
02/03/2006;3.83
03/03/2006;3.822857
06/03/2006;3.66
07/03/2006;3.637143
08/03/2006;3.59
09/03/2006;3.607143
10/03/2006;3.65
13/03/2006;3.585714
14/03/2006;3.631429
15/03/2006;3.587143
16/03/2006;3.638571
17/03/2006;3.738571
20/03/2006;3.868571
21/03/2006;3.881429
22/03/2006;4.007143
23/03/2006;4.041429
24/03/2006;4.095714
27/03/2006;4.127143
28/03/2006;4.004286
29/03/2006;4.172857
30/03/2006;4.091429
31/03/2006;4.141429
03/04/2006;4.018571
04/04/2006;3.915714
05/04/2006;4.094286
06/04/2006;4.035714
07/04/2006;3.991429
10/04/2006;4.035714
11/04/2006;4.074286
12/04/2006;4.102857
13/04/2006;4.17
17/04/2006;4.171429
18/04/2006;4.257143
19/04/2006;4.44
20/04/2006;4.444286
21/04/2006;4.4
24/04/2006;4.462857
25/04/2006;4.525714
26/04/2006;4.497143
27/04/2006;4.47
28/04/2006;4.234286
01/05/2006;4.228571
02/05/2006;4.314286
03/05/2006;4.244286
04/05/2006;4.284286
05/05/2006;4.328571
08/05/2006;4.285714
09/05/2006;4.388571
10/05/2006;4.415714
11/05/2006;4.251429
12/05/2006;4.227143
15/05/2006;4.064286
16/05/2006;4.094286
17/05/2006;4.012857
18/05/2006;3.958571
19/05/2006;3.981429
22/05/2006;4
23/05/2006;3.99
24/05/2006;3.991429
25/05/2006;4.107143
26/05/2006;4.118571
30/05/2006;3.928571
31/05/2006;3.955714
01/06/2006;4.072857
02/06/2006;3.992857
05/06/2006;3.897143
06/06/2006;3.841429
07/06/2006;3.771429
08/06/2006;3.968571
09/06/2006;3.932857
12/06/2006;3.868571
13/06/2006;3.934286
14/06/2006;3.998571
15/06/2006;3.957143
16/06/2006;3.874286
19/06/2006;4.002857
20/06/2006;3.868571
21/06/2006;3.881429
22/06/2006;3.952857
23/06/2006;3.905714
26/06/2006;3.957143
27/06/2006;3.844286
28/06/2006;3.794286
29/06/2006;3.88
30/06/2006;3.887143
03/07/2006;3.891429
05/07/2006;3.805714
06/07/2006;3.802857
07/07/2006;3.807143
10/07/2006;3.778571
11/07/2006;3.618571
12/07/2006;3.512857
13/07/2006;3.557143
14/07/2006;3.455714
17/07/2006;3.401429
18/07/2006;3.342857
19/07/2006;3.384286
20/07/2006;3.335714
21/07/2006;3.292857
24/07/2006;3.394286
25/07/2006;2.682857
26/07/2006;2.718571
27/07/2006;2.888571
28/07/2006;2.978571
31/07/2006;2.955714
01/08/2006;2.928571
02/08/2006;2.977143
03/08/2006;2.912857
04/08/2006;2.994286
07/08/2006;2.954286
08/08/2006;2.9
09/08/2006;2.88
10/08/2006;2.878571
11/08/2006;2.84
14/08/2006;2.844286
15/08/2006;2.85
16/08/2006;2.824286
17/08/2006;2.861429
18/08/2006;2.835714
21/08/2006;2.788571
22/08/2006;2.677143
23/08/2006;2.668571
24/08/2006;2.652857
25/08/2006;2.674286
28/08/2006;2.75
29/08/2006;2.765714
30/08/2006;2.87
31/08/2006;2.86
01/09/2006;2.86
05/09/2006;2.89
06/09/2006;3.002857
07/09/2006;2.902857
08/09/2006;2.891429
11/09/2006;2.945714
12/09/2006;3.107143
13/09/2006;3.18
14/09/2006;3.211429
15/09/2006;3.245714
18/09/2006;3.19
19/09/2006;3.135714
20/09/2006;3.21
21/09/2006;3.275714
22/09/2006;3.287143
25/09/2006;3.3
26/09/2006;3.282857
27/09/2006;3.312857
28/09/2006;3.301429
29/09/2006;3.254286
02/10/2006;3.258571
03/10/2006;3.291429
04/10/2006;3.314286
05/10/2006;3.407143
06/10/2006;3.444286
09/10/2006;3.428571
10/10/2006;3.374286
11/10/2006;3.34
12/10/2006;3.344286
13/10/2006;3.314286
16/10/2006;3.317143
17/10/2006;3.247143
18/10/2006;3.198571
19/10/2006;3.162857
20/10/2006;3.177143
23/10/2006;3.297143
24/10/2006;3.91
25/10/2006;3.962857
26/10/2006;3.964286
27/10/2006;3.941429
30/10/2006;3.987143
31/10/2006;3.951429
01/11/2006;3.935714
02/11/2006;3.814286
03/11/2006;3.814286
06/11/2006;3.894286
07/11/2006;3.948571
08/11/2006;4.125714
09/11/2006;4.131429
10/11/2006;4.197143
13/11/2006;4.212857
14/11/2006;4.155714
15/11/2006;4.25
16/11/2006;4.181429
17/11/2006;4.131429
20/11/2006;4.154286
21/11/2006;4.181429
22/11/2006;4.227143
24/11/2006;4.194286
27/11/2006;4.138571
28/11/2006;4.12
29/11/2006;4.17
30/11/2006;4.182857
01/12/2006;4.208571
04/12/2006;4.132857
05/12/2006;4.141429
06/12/2006;4.068571
07/12/2006;3.961429
08/12/2006;3.95
11/12/2006;4.067143
12/12/2006;4.052857
13/12/2006;4.057143
14/12/2006;3.965714
15/12/2006;3.942857
18/12/2006;3.805714
19/12/2006;3.865714
20/12/2006;3.908571
21/12/2006;3.827143
22/12/2006;3.742857
26/12/2006;3.834286
27/12/2006;3.784286
28/12/2006;3.728571
29/12/2006;3.694286
03/01/2007;3.801429
04/01/2007;3.621429
05/01/2007;3.544286
08/01/2007;3.404286
09/01/2007;3.427143
10/01/2007;3.438571
11/01/2007;3.462857
12/01/2007;3.244286
16/01/2007;3.248571
17/01/2007;3.261429
18/01/2007;3.178571
19/01/2007;3.222857
22/01/2007;3.128571
23/01/2007;3.108571
24/01/2007;3.25
25/01/2007;3.321429
26/01/2007;3.307143
29/01/2007;3.221429
30/01/2007;3.275714
